Entity,Code,Date,Daily confirmed cases (cases)
Bolivia,BOL,"Mar 28, 2020",13
Bolivia,BOL,"Mar 29, 2020",7
Bolivia,BOL,"Mar 30, 2020",15
Bolivia,BOL,"Mar 31, 2020",11
Bolivia,BOL,"Apr 1, 2020",8
Bolivia,BOL,"Apr 2, 2020",8
Bolivia,BOL,"Apr 3, 2020",9
Bolivia,BOL,"Apr 4, 2020",7
Bolivia,BOL,"Apr 5, 2020",18
Bolivia,BOL,"Apr 6, 2020",26
Bolivia,BOL,"Apr 7, 2020",11
Bolivia,BOL,"Apr 8, 2020",16
Bolivia,BOL,"Apr 9, 2020",54
Bolivia,BOL,"Apr 10, 2020",4
Bolivia,BOL,"Apr 11, 2020",8
Bolivia,BOL,"Apr 12, 2020",24
Bolivia,BOL,"Apr 13, 2020",30
Bolivia,BOL,"Apr 14, 2020",24
Bolivia,BOL,"Apr 15, 2020",43
Bolivia,BOL,"Apr 16, 2020",44
Bolivia,BOL,"Apr 17, 2020",24
Bolivia,BOL,"Apr 18, 2020",28
Bolivia,BOL,"Apr 19, 2020",27
Bolivia,BOL,"Apr 20, 2020",44
Bolivia,BOL,"Apr 21, 2020",34
Bolivia,BOL,"Apr 22, 2020",11
Bolivia,BOL,"Apr 23, 2020",63
Bolivia,BOL,"Apr 24, 2020",31
Bolivia,BOL,"Apr 25, 2020",104
Bolivia,BOL,"Apr 26, 2020",59
Bolivia,BOL,"Apr 27, 2020",84
Bolivia,BOL,"Apr 28, 2020",64
Bolivia,BOL,"Apr 29, 2020",39
Bolivia,BOL,"Apr 30, 2020",57
Bolivia,BOL,"May 1, 2020",57
Bolivia,BOL,"May 2, 2020",62
Bolivia,BOL,"May 3, 2020",241
Bolivia,BOL,"May 4, 2020",124
Bolivia,BOL,"May 5, 2020",87
Bolivia,BOL,"May 6, 2020",121
Bolivia,BOL,"May 7, 2020",84
Bolivia,BOL,"May 8, 2020",195
Bolivia,BOL,"May 9, 2020",185
Bolivia,BOL,"May 10, 2020",171
Bolivia,BOL,"May 11, 2020",119
Bolivia,BOL,"May 12, 2020",275
Bolivia,BOL,"May 13, 2020",133
Bolivia,BOL,"May 14, 2020",184
Bolivia,BOL,"May 15, 2020",224
Bolivia,BOL,"May 16, 2020",205
Bolivia,BOL,"May 17, 2020",249
Bolivia,BOL,"May 18, 2020",262
Bolivia,BOL,"May 19, 2020",175
Bolivia,BOL,"May 20, 2020",218
Bolivia,BOL,"May 21, 2020",438
Bolivia,BOL,"May 22, 2020",268
Bolivia,BOL,"May 23, 2020",392
Bolivia,BOL,"May 24, 2020",336
Bolivia,BOL,"May 25, 2020",348
Bolivia,BOL,"May 26, 2020",397
Bolivia,BOL,"May 27, 2020",476
Bolivia,BOL,"May 28, 2020",632
Bolivia,BOL,"May 29, 2020",619
Bolivia,BOL,"May 30, 2020",344
Bolivia,BOL,"May 31, 2020",861
Bolivia,BOL,"Jun 1, 2020",390
Bolivia,BOL,"Jun 2, 2020",549
Bolivia,BOL,"Jun 3, 2020",460
Bolivia,BOL,"Jun 4, 2020",647
Bolivia,BOL,"Jun 5, 2020",607
Bolivia,BOL,"Jun 6, 2020",483
Bolivia,BOL,"Jun 7, 2020",630
Bolivia,BOL,"Jun 8, 2020",285
Bolivia,BOL,"Jun 9, 2020",306
Bolivia,BOL,"Jun 10, 2020",695
Bolivia,BOL,"Jun 11, 2020",637
Bolivia,BOL,"Jun 12, 2020",884
Bolivia,BOL,"Jun 13, 2020",764
Bolivia,BOL,"Jun 14, 2020",913
Bolivia,BOL,"Jun 15, 2020",617
Bonaire Sint Eustatius and Saba,BES,"Apr 2, 2020",2
Bonaire Sint Eustatius and Saba,BES,"Apr 3, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 4, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 5, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 6, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 7, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 8, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 9, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 10, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 11, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 12, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 13, 2020",1
Bonaire Sint Eustatius and Saba,BES,"Apr 14, 2020",1
Bonaire Sint Eustatius and Saba,BES,"Apr 15, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 16, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 17, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 18, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 19, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 20, 2020",1
Bonaire Sint Eustatius and Saba,BES,"Apr 21, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 22, 2020",1
Bonaire Sint Eustatius and Saba,BES,"Apr 23, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 24, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 25, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 26, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 27, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 28, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 29, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Apr 30, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 1, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 2, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 3, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 4, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 5, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 6, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 7, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 8, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 9, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 10, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 11, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 12, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 13, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 14, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 15, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 16, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 17, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 18, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 19, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 20, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 21, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 22, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 23, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 24, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 25, 2020",1
Bonaire Sint Eustatius and Saba,BES,"May 26, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 27, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 28, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 29, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 30, 2020",0
Bonaire Sint Eustatius and Saba,BES,"May 31, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Jun 1, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Jun 2, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Jun 3, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Jun 4, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Jun 5, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Jun 6, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Jun 7, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Jun 8, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Jun 9, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Jun 10, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Jun 11, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Jun 12, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Jun 13, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Jun 14, 2020",0
Bonaire Sint Eustatius and Saba,BES,"Jun 15, 2020",0
Bosnia and Herzegovina,BIH,"Mar 6, 2020",2
Bosnia and Herzegovina,BIH,"Mar 12, 2020",1
Bosnia and Herzegovina,BIH,"Mar 13, 2020",0
Bosnia and Herzegovina,BIH,"Mar 16, 2020",15
Bosnia and Herzegovina,BIH,"Mar 17, 2020",3
Bosnia and Herzegovina,BIH,"Mar 18, 2020",0
Bosnia and Herzegovina,BIH,"Mar 19, 2020",15
Bosnia and Herzegovina,BIH,"Mar 20, 2020",8
Bosnia and Herzegovina,BIH,"Mar 21, 2020",0
Bosnia and Herzegovina,BIH,"Mar 22, 2020",48
Bosnia and Herzegovina,BIH,"Mar 23, 2020",33
Bosnia and Herzegovina,BIH,"Mar 24, 2020",4
Bosnia and Herzegovina,BIH,"Mar 25, 2020",33
Bosnia and Herzegovina,BIH,"Mar 26, 2020",19
Bosnia and Herzegovina,BIH,"Mar 27, 2020",0
Bosnia and Herzegovina,BIH,"Mar 28, 2020",48
Bosnia and Herzegovina,BIH,"Mar 29, 2020",28
Bosnia and Herzegovina,BIH,"Mar 30, 2020",66
Bosnia and Herzegovina,BIH,"Mar 31, 2020",30
Bosnia and Herzegovina,BIH,"Apr 1, 2020",60
Bosnia and Herzegovina,BIH,"Apr 2, 2020",51
Bosnia and Herzegovina,BIH,"Apr 3, 2020",68
Bosnia and Herzegovina,BIH,"Apr 4, 2020",54
Bosnia and Herzegovina,BIH,"Apr 5, 2020",46
Bosnia and Herzegovina,BIH,"Apr 6, 2020",31
Bosnia and Herzegovina,BIH,"Apr 7, 2020",32
Bosnia and Herzegovina,BIH,"Apr 8, 2020",86
Bosnia and Herzegovina,BIH,"Apr 9, 2020",35
Bosnia and Herzegovina,BIH,"Apr 10, 2020",59
Bosnia and Herzegovina,BIH,"Apr 11, 2020",26
Bosnia and Herzegovina,BIH,"Apr 12, 2020",47
Bosnia and Herzegovina,BIH,"Apr 13, 2020",59
Bosnia and Herzegovina,BIH,"Apr 14, 2020",21
Bosnia and Herzegovina,BIH,"Apr 15, 2020",45
Bosnia and Herzegovina,BIH,"Apr 16, 2020",27
Bosnia and Herzegovina,BIH,"Apr 17, 2020",52
Bosnia and Herzegovina,BIH,"Apr 18, 2020",58
Bosnia and Herzegovina,BIH,"Apr 19, 2020",44
Bosnia and Herzegovina,BIH,"Apr 20, 2020",15
Bosnia and Herzegovina,BIH,"Apr 21, 2020",31
Bosnia and Herzegovina,BIH,"Apr 22, 2020",40
Bosnia and Herzegovina,BIH,"Apr 23, 2020",27
Bosnia and Herzegovina,BIH,"Apr 24, 2020",46
Bosnia and Herzegovina,BIH,"Apr 25, 2020",7
Bosnia and Herzegovina,BIH,"Apr 26, 2020",65
Bosnia and Herzegovina,BIH,"Apr 27, 2020",31
Bosnia and Herzegovina,BIH,"Apr 28, 2020",48
Bosnia and Herzegovina,BIH,"Apr 29, 2020",24
Bosnia and Herzegovina,BIH,"Apr 30, 2020",0
Bosnia and Herzegovina,BIH,"May 1, 2020",101
Bosnia and Herzegovina,BIH,"May 2, 2020",92
Bosnia and Herzegovina,BIH,"May 3, 2020",58
Bosnia and Herzegovina,BIH,"May 4, 2020",18
Bosnia and Herzegovina,BIH,"May 5, 2020",69
Bosnia and Herzegovina,BIH,"May 6, 2020",20
Bosnia and Herzegovina,BIH,"May 7, 2020",41
Bosnia and Herzegovina,BIH,"May 8, 2020",40
Bosnia and Herzegovina,BIH,"May 9, 2020",43
Bosnia and Herzegovina,BIH,"May 10, 2020",0
Bosnia and Herzegovina,BIH,"May 11, 2020",20
Bosnia and Herzegovina,BIH,"May 12, 2020",52
Bosnia and Herzegovina,BIH,"May 13, 2020",16
Bosnia and Herzegovina,BIH,"May 14, 2020",23
Bosnia and Herzegovina,BIH,"May 15, 2020",35
Bosnia and Herzegovina,BIH,"May 16, 2020",21
Bosnia and Herzegovina,BIH,"May 17, 2020",30
Bosnia and Herzegovina,BIH,"May 18, 2020",22
Bosnia and Herzegovina,BIH,"May 19, 2020",14
Bosnia and Herzegovina,BIH,"May 20, 2020",16
Bosnia and Herzegovina,BIH,"May 21, 2020",15
Bosnia and Herzegovina,BIH,"May 22, 2020",18
Bosnia and Herzegovina,BIH,"May 23, 2020",20
Bosnia and Herzegovina,BIH,"May 24, 2020",19
Bosnia and Herzegovina,BIH,"May 25, 2020",10
Bosnia and Herzegovina,BIH,"May 26, 2020",5
Bosnia and Herzegovina,BIH,"May 27, 2020",10
Bosnia and Herzegovina,BIH,"May 28, 2020",19
Bosnia and Herzegovina,BIH,"May 29, 2020",27
Bosnia and Herzegovina,BIH,"May 30, 2020",23
Bosnia and Herzegovina,BIH,"May 31, 2020",9
Bosnia and Herzegovina,BIH,"Jun 1, 2020",15
Bosnia and Herzegovina,BIH,"Jun 2, 2020",14
Bosnia and Herzegovina,BIH,"Jun 3, 2020",11
Bosnia and Herzegovina,BIH,"Jun 4, 2020",16
Bosnia and Herzegovina,BIH,"Jun 5, 2020",43
Bosnia and Herzegovina,BIH,"Jun 6, 2020",12
Bosnia and Herzegovina,BIH,"Jun 7, 2020",0
Bosnia and Herzegovina,BIH,"Jun 8, 2020",0
Bosnia and Herzegovina,BIH,"Jun 9, 2020",98
Bosnia and Herzegovina,BIH,"Jun 10, 2020",24
Bosnia and Herzegovina,BIH,"Jun 11, 2020",49
Bosnia and Herzegovina,BIH,"Jun 12, 2020",55
Bosnia and Herzegovina,BIH,"Jun 13, 2020",62
Bosnia and Herzegovina,BIH,"Jun 14, 2020",0
Bosnia and Herzegovina,BIH,"Jun 15, 2020",0
Botswana,BWA,"Apr 1, 2020",3
Botswana,BWA,"Apr 2, 2020",1
Botswana,BWA,"Apr 3, 2020",0
Botswana,BWA,"Apr 4, 2020",0
Botswana,BWA,"Apr 5, 2020",0
Botswana,BWA,"Apr 6, 2020",2
Botswana,BWA,"Apr 7, 2020",0
Botswana,BWA,"Apr 8, 2020",0
Botswana,BWA,"Apr 9, 2020",1
Botswana,BWA,"Apr 10, 2020",6
Botswana,BWA,"Apr 11, 2020",0
Botswana,BWA,"Apr 12, 2020",0
Botswana,BWA,"Apr 13, 2020",0
Botswana,BWA,"Apr 14, 2020",0
Botswana,BWA,"Apr 15, 2020",0
Botswana,BWA,"Apr 16, 2020",0
Botswana,BWA,"Apr 17, 2020",2
Botswana,BWA,"Apr 18, 2020",0
Botswana,BWA,"Apr 19, 2020",0
Botswana,BWA,"Apr 20, 2020",5
Botswana,BWA,"Apr 21, 2020",0
Botswana,BWA,"Apr 22, 2020",0
Botswana,BWA,"Apr 23, 2020",2
Botswana,BWA,"Apr 24, 2020",0
Botswana,BWA,"Apr 25, 2020",0
Botswana,BWA,"Apr 26, 2020",0
Botswana,BWA,"Apr 27, 2020",0
Botswana,BWA,"Apr 28, 2020",0
Botswana,BWA,"Apr 29, 2020",1
Botswana,BWA,"Apr 30, 2020",0
Botswana,BWA,"May 1, 2020",0
Botswana,BWA,"May 2, 2020",0
Botswana,BWA,"May 3, 2020",0
Botswana,BWA,"May 4, 2020",0
Botswana,BWA,"May 5, 2020",0
Botswana,BWA,"May 6, 2020",0
Botswana,BWA,"May 7, 2020",0
Botswana,BWA,"May 8, 2020",0
Botswana,BWA,"May 9, 2020",0
Botswana,BWA,"May 10, 2020",0
Botswana,BWA,"May 11, 2020",0
Botswana,BWA,"May 12, 2020",1
Botswana,BWA,"May 13, 2020",0
Botswana,BWA,"May 14, 2020",0
Botswana,BWA,"May 15, 2020",0
Botswana,BWA,"May 16, 2020",0
Botswana,BWA,"May 17, 2020",0
Botswana,BWA,"May 18, 2020",1
Botswana,BWA,"May 19, 2020",0
Botswana,BWA,"May 20, 2020",0
Botswana,BWA,"May 21, 2020",4
Botswana,BWA,"May 22, 2020",0
Botswana,BWA,"May 23, 2020",1
Botswana,BWA,"May 24, 2020",0
Botswana,BWA,"May 25, 2020",5
Botswana,BWA,"May 26, 2020",0
Botswana,BWA,"May 27, 2020",0
Botswana,BWA,"May 28, 2020",0
Botswana,BWA,"May 29, 2020",0
Botswana,BWA,"May 30, 2020",0
Botswana,BWA,"May 31, 2020",0
Botswana,BWA,"Jun 1, 2020",3
Botswana,BWA,"Jun 2, 2020",0
Botswana,BWA,"Jun 3, 2020",0
Botswana,BWA,"Jun 4, 2020",2
Botswana,BWA,"Jun 5, 2020",0
Botswana,BWA,"Jun 6, 2020",0
Botswana,BWA,"Jun 7, 2020",0
Botswana,BWA,"Jun 8, 2020",0
Botswana,BWA,"Jun 9, 2020",2
Botswana,BWA,"Jun 10, 2020",0
Botswana,BWA,"Jun 11, 2020",6
Botswana,BWA,"Jun 12, 2020",0
Botswana,BWA,"Jun 13, 2020",12
Botswana,BWA,"Jun 14, 2020",0
Botswana,BWA,"Jun 15, 2020",0
Brazil,BRA,"Dec 31, 2019",0
Brazil,BRA,"Jan 1, 2020",0
Brazil,BRA,"Jan 2, 2020",0
Brazil,BRA,"Jan 3, 2020",0
Brazil,BRA,"Jan 4, 2020",0
Brazil,BRA,"Jan 5, 2020",0
Brazil,BRA,"Jan 6, 2020",0
Brazil,BRA,"Jan 7, 2020",0
Brazil,BRA,"Jan 8, 2020",0
Brazil,BRA,"Jan 9, 2020",0
Brazil,BRA,"Jan 10, 2020",0
Brazil,BRA,"Jan 11, 2020",0
Brazil,BRA,"Jan 12, 2020",0
Brazil,BRA,"Jan 13, 2020",0
Brazil,BRA,"Jan 14, 2020",0
Brazil,BRA,"Jan 15, 2020",0
Brazil,BRA,"Jan 16, 2020",0
Brazil,BRA,"Jan 17, 2020",0
Brazil,BRA,"Jan 18, 2020",0
Brazil,BRA,"Jan 19, 2020",0
Brazil,BRA,"Jan 20, 2020",0
Brazil,BRA,"Jan 21, 2020",0
Brazil,BRA,"Jan 22, 2020",0
Brazil,BRA,"Jan 23, 2020",0
Brazil,BRA,"Jan 24, 2020",0
Brazil,BRA,"Jan 25, 2020",0
Brazil,BRA,"Jan 26, 2020",0
Brazil,BRA,"Jan 27, 2020",0
Brazil,BRA,"Jan 28, 2020",0
Brazil,BRA,"Jan 29, 2020",0
Brazil,BRA,"Jan 30, 2020",0
Brazil,BRA,"Jan 31, 2020",0
Brazil,BRA,"Feb 1, 2020",0
Brazil,BRA,"Feb 2, 2020",0
Brazil,BRA,"Feb 3, 2020",0
Brazil,BRA,"Feb 4, 2020",0
Brazil,BRA,"Feb 5, 2020",0
Brazil,BRA,"Feb 6, 2020",0
Brazil,BRA,"Feb 7, 2020",0
Brazil,BRA,"Feb 8, 2020",0
Brazil,BRA,"Feb 9, 2020",0
Brazil,BRA,"Feb 10, 2020",0
Brazil,BRA,"Feb 11, 2020",0
Brazil,BRA,"Feb 12, 2020",0
Brazil,BRA,"Feb 13, 2020",0
Brazil,BRA,"Feb 14, 2020",0
Brazil,BRA,"Feb 15, 2020",0
Brazil,BRA,"Feb 16, 2020",0
Brazil,BRA,"Feb 17, 2020",0
Brazil,BRA,"Feb 18, 2020",0
Brazil,BRA,"Feb 19, 2020",0
Brazil,BRA,"Feb 20, 2020",0
Brazil,BRA,"Feb 21, 2020",0
Brazil,BRA,"Feb 22, 2020",0
Brazil,BRA,"Feb 23, 2020",0
Brazil,BRA,"Feb 24, 2020",0
Brazil,BRA,"Feb 25, 2020",0
Brazil,BRA,"Feb 26, 2020",1
Brazil,BRA,"Feb 27, 2020",0
Brazil,BRA,"Feb 28, 2020",0
Brazil,BRA,"Feb 29, 2020",0
Brazil,BRA,"Mar 1, 2020",1
Brazil,BRA,"Mar 2, 2020",0
Brazil,BRA,"Mar 3, 2020",0
Brazil,BRA,"Mar 4, 2020",0
Brazil,BRA,"Mar 5, 2020",1
Brazil,BRA,"Mar 6, 2020",5
Brazil,BRA,"Mar 7, 2020",5
Brazil,BRA,"Mar 8, 2020",0
Brazil,BRA,"Mar 9, 2020",12
Brazil,BRA,"Mar 10, 2020",0
Brazil,BRA,"Mar 11, 2020",9
Brazil,BRA,"Mar 12, 2020",18
Brazil,BRA,"Mar 13, 2020",25
Brazil,BRA,"Mar 14, 2020",21
Brazil,BRA,"Mar 15, 2020",23
Brazil,BRA,"Mar 16, 2020",79
Brazil,BRA,"Mar 17, 2020",34
Brazil,BRA,"Mar 18, 2020",57
Brazil,BRA,"Mar 19, 2020",137
Brazil,BRA,"Mar 20, 2020",193
Brazil,BRA,"Mar 21, 2020",283
Brazil,BRA,"Mar 22, 2020",224
Brazil,BRA,"Mar 23, 2020",418
Brazil,BRA,"Mar 24, 2020",345
Brazil,BRA,"Mar 25, 2020",310
Brazil,BRA,"Mar 26, 2020",232
Brazil,BRA,"Mar 27, 2020",482
Brazil,BRA,"Mar 28, 2020",502
Brazil,BRA,"Mar 29, 2020",487
Brazil,BRA,"Mar 30, 2020",352
Brazil,BRA,"Mar 31, 2020",323
Brazil,BRA,"Apr 1, 2020",1138
Brazil,BRA,"Apr 2, 2020",1119
Brazil,BRA,"Apr 3, 2020",1074
Brazil,BRA,"Apr 4, 2020",1146
Brazil,BRA,"Apr 5, 2020",1222
Brazil,BRA,"Apr 6, 2020",852
Brazil,BRA,"Apr 7, 2020",926
Brazil,BRA,"Apr 8, 2020",1661
Brazil,BRA,"Apr 9, 2020",2210
Brazil,BRA,"Apr 10, 2020",1930
Brazil,BRA,"Apr 11, 2020",1781
Brazil,BRA,"Apr 12, 2020",1089
Brazil,BRA,"Apr 13, 2020",1442
Brazil,BRA,"Apr 14, 2020",1261
Brazil,BRA,"Apr 15, 2020",1832
Brazil,BRA,"Apr 16, 2020",3058
Brazil,BRA,"Apr 17, 2020",2105
Brazil,BRA,"Apr 18, 2020",3257
Brazil,BRA,"Apr 19, 2020",2917
Brazil,BRA,"Apr 20, 2020",2055
Brazil,BRA,"Apr 21, 2020",1927
Brazil,BRA,"Apr 22, 2020",2498
Brazil,BRA,"Apr 23, 2020",2678
Brazil,BRA,"Apr 24, 2020",3735
Brazil,BRA,"Apr 25, 2020",3503
Brazil,BRA,"Apr 26, 2020",5514
Brazil,BRA,"Apr 27, 2020",3379
Brazil,BRA,"Apr 28, 2020",4613
Brazil,BRA,"Apr 29, 2020",5385
Brazil,BRA,"Apr 30, 2020",6276
Brazil,BRA,"May 1, 2020",7218
Brazil,BRA,"May 2, 2020",6209
Brazil,BRA,"May 3, 2020",4970
Brazil,BRA,"May 4, 2020",4588
Brazil,BRA,"May 5, 2020",6633
Brazil,BRA,"May 6, 2020",6935
Brazil,BRA,"May 7, 2020",10503
Brazil,BRA,"May 8, 2020",9888
Brazil,BRA,"May 9, 2020",10222
Brazil,BRA,"May 10, 2020",10611
Brazil,BRA,"May 11, 2020",6760
Brazil,BRA,"May 12, 2020",5632
Brazil,BRA,"May 13, 2020",9258
Brazil,BRA,"May 14, 2020",11385
Brazil,BRA,"May 15, 2020",13944
Brazil,BRA,"May 16, 2020",15305
Brazil,BRA,"May 17, 2020",14919
Brazil,BRA,"May 18, 2020",7938
Brazil,BRA,"May 19, 2020",13140
Brazil,BRA,"May 20, 2020",17408
Brazil,BRA,"May 21, 2020",19951
Brazil,BRA,"May 22, 2020",18508
Brazil,BRA,"May 23, 2020",20803
Brazil,BRA,"May 24, 2020",16508
Brazil,BRA,"May 25, 2020",15813
Brazil,BRA,"May 26, 2020",11687
Brazil,BRA,"May 27, 2020",16324
Brazil,BRA,"May 28, 2020",20599
Brazil,BRA,"May 29, 2020",26417
Brazil,BRA,"May 30, 2020",26928
Brazil,BRA,"May 31, 2020",33274
Brazil,BRA,"Jun 1, 2020",16409
Brazil,BRA,"Jun 2, 2020",11598
Brazil,BRA,"Jun 3, 2020",28936
Brazil,BRA,"Jun 4, 2020",28633
Brazil,BRA,"Jun 5, 2020",30916
Brazil,BRA,"Jun 6, 2020",30830
Brazil,BRA,"Jun 7, 2020",27075
Brazil,BRA,"Jun 8, 2020",18921
Brazil,BRA,"Jun 9, 2020",15654
Brazil,BRA,"Jun 10, 2020",32091
Brazil,BRA,"Jun 11, 2020",32913
Brazil,BRA,"Jun 12, 2020",30412
Brazil,BRA,"Jun 13, 2020",25982
Brazil,BRA,"Jun 14, 2020",21704
Brazil,BRA,"Jun 15, 2020",17110
British Virgin Islands,VGB,"Mar 27, 2020",2
British Virgin Islands,VGB,"Mar 28, 2020",0
British Virgin Islands,VGB,"Mar 29, 2020",0
British Virgin Islands,VGB,"Mar 30, 2020",0
British Virgin Islands,VGB,"Mar 31, 2020",1
British Virgin Islands,VGB,"Apr 1, 2020",0
British Virgin Islands,VGB,"Apr 2, 2020",0
British Virgin Islands,VGB,"Apr 3, 2020",0
British Virgin Islands,VGB,"Apr 4, 2020",0
British Virgin Islands,VGB,"Apr 5, 2020",0
British Virgin Islands,VGB,"Apr 6, 2020",0
British Virgin Islands,VGB,"Apr 7, 2020",0
British Virgin Islands,VGB,"Apr 8, 2020",0
British Virgin Islands,VGB,"Apr 9, 2020",0
British Virgin Islands,VGB,"Apr 10, 2020",0
British Virgin Islands,VGB,"Apr 11, 2020",0
British Virgin Islands,VGB,"Apr 12, 2020",0
British Virgin Islands,VGB,"Apr 13, 2020",0
British Virgin Islands,VGB,"Apr 14, 2020",0
British Virgin Islands,VGB,"Apr 15, 2020",0
British Virgin Islands,VGB,"Apr 16, 2020",0
British Virgin Islands,VGB,"Apr 17, 2020",0
British Virgin Islands,VGB,"Apr 18, 2020",0
British Virgin Islands,VGB,"Apr 19, 2020",0
British Virgin Islands,VGB,"Apr 20, 2020",1
British Virgin Islands,VGB,"Apr 21, 2020",1
British Virgin Islands,VGB,"Apr 22, 2020",0
British Virgin Islands,VGB,"Apr 23, 2020",0
British Virgin Islands,VGB,"Apr 24, 2020",0
British Virgin Islands,VGB,"Apr 25, 2020",1
British Virgin Islands,VGB,"Apr 26, 2020",0
British Virgin Islands,VGB,"Apr 27, 2020",0
British Virgin Islands,VGB,"Apr 28, 2020",0
British Virgin Islands,VGB,"Apr 29, 2020",0
British Virgin Islands,VGB,"Apr 30, 2020",0
British Virgin Islands,VGB,"May 1, 2020",0
British Virgin Islands,VGB,"May 2, 2020",0
British Virgin Islands,VGB,"May 3, 2020",0
British Virgin Islands,VGB,"May 4, 2020",0
British Virgin Islands,VGB,"May 5, 2020",1
British Virgin Islands,VGB,"May 6, 2020",0
British Virgin Islands,VGB,"May 7, 2020",0
British Virgin Islands,VGB,"May 8, 2020",0
British Virgin Islands,VGB,"May 9, 2020",0
British Virgin Islands,VGB,"May 10, 2020",0
British Virgin Islands,VGB,"May 11, 2020",0
British Virgin Islands,VGB,"May 12, 2020",0
British Virgin Islands,VGB,"May 13, 2020",0
British Virgin Islands,VGB,"May 14, 2020",0
British Virgin Islands,VGB,"May 15, 2020",1
British Virgin Islands,VGB,"May 16, 2020",0
British Virgin Islands,VGB,"May 17, 2020",0
British Virgin Islands,VGB,"May 18, 2020",0
British Virgin Islands,VGB,"May 19, 2020",0
British Virgin Islands,VGB,"May 20, 2020",0
British Virgin Islands,VGB,"May 21, 2020",0
British Virgin Islands,VGB,"May 22, 2020",0
British Virgin Islands,VGB,"May 23, 2020",0
British Virgin Islands,VGB,"May 24, 2020",0
British Virgin Islands,VGB,"May 25, 2020",0
British Virgin Islands,VGB,"May 26, 2020",0
British Virgin Islands,VGB,"May 27, 2020",0
British Virgin Islands,VGB,"May 28, 2020",0
