Username,Timestamp,location,device
GeorgeryGreg,2020-07-13 15:57:29+00:00,"Oregon, USA",iPhone
lpktexas,2020-07-13 15:57:30+00:00,"Texas, USA",iPhone
sumanebot,2020-07-13 15:57:30+00:00,Sri Lanka,-
disasterpastor,2020-07-13 15:57:30+00:00,TOTAL U.S. GOV'T OBLITERATION,Mobile device
DrVaries,2020-07-13 15:57:30+00:00,Varies Blog HQ,iPhone
oluseyi_sundayo,2020-07-13 15:57:30+00:00,"Kogi, North Central Nigeria",Android
homegypsy,2020-07-13 15:57:31+00:00,Albuquerque NM,-
junichiarita,2020-07-13 15:57:31+00:00,,Mobile device
MichaelGFulton,2020-07-13 15:57:31+00:00,"Memphis, TN",iPhone
LynnCalafiore,2020-07-13 15:57:31+00:00,,Mobile device
bourne_cia,2020-07-13 15:57:31+00:00,Behind you.,Mobile device
JKRoberts54,2020-07-13 15:57:31+00:00,"Florida, USA",Mobile device
IndianResist,2020-07-13 15:57:31+00:00,"New Delhi, India",Android
JackpotWinner1,2020-07-13 15:57:31+00:00,"Lakeland, NY",Android
augaz1,2020-07-13 15:57:31+00:00,Mexico,-
DisinfectBigots,2020-07-13 15:57:31+00:00,United States,Mobile device
gilmored85,2020-07-13 15:57:31+00:00,"New York, NY",Mobile device
wendylee21742,2020-07-13 15:57:32+00:00,"Hagerstown, Maryland",Mobile device
stapf,2020-07-13 15:57:32+00:00,"Arlington, VA",Mobile device
mykidignoresme,2020-07-13 15:57:32+00:00,,iPhone
skane2600,2020-07-13 15:57:32+00:00,,Mobile device
__deepakk,2020-07-13 15:57:32+00:00,,Android
Michael91693258,2020-07-13 15:57:32+00:00,,iPhone
69NiceBot69,2020-07-13 15:57:32+00:00,,Bot
RadioHumber,2020-07-13 15:57:32+00:00,"Toronto, Ontario",iPhone
MarieMarchi,2020-07-13 15:57:33+00:00,"Mallemort, France",Mobile device
MiriamETucker,2020-07-13 15:57:33+00:00,Washington DC area,Mobile device
sumanebot,2020-07-13 15:57:33+00:00,Sri Lanka,-
Lesleyknibb,2020-07-13 15:57:33+00:00,"Belton, UK",iPhone
OshaDavidson,2020-07-13 15:57:33+00:00,"Phoenix, AZ, USA",iPhone
sangeeta_hem,2020-07-13 15:57:33+00:00,,Android
Rasta1619,2020-07-13 15:57:33+00:00,"Illinois, USA",Android
NickQeverything,2020-07-13 15:57:34+00:00,"London, England",iPhone
msep0003,2020-07-13 15:57:34+00:00,"Constantinopla, Grecia",Mobile device
RRobst,2020-07-13 15:57:35+00:00,,iPhone
John01681529,2020-07-13 15:57:35+00:00,,Mobile device
Mai_Rodrigz,2020-07-13 15:57:35+00:00,"Paranaque City, Philippines",Android
joann_cubberly,2020-07-13 15:57:35+00:00,,Mobile device
bjym_kashmir,2020-07-13 15:57:35+00:00,"Srinagar, India",iPhone
HeartRjl,2020-07-13 15:57:35+00:00,,iPhone
jyotsna2964,2020-07-13 15:57:35+00:00,"New Jersey, USA",iPhone
kinneargreg1,2020-07-13 15:57:35+00:00,"Colorado, USA",iPhone
LuciBrooke,2020-07-13 15:57:35+00:00,Phoenix,iPad
mr_stephen_moss,2020-07-13 15:57:35+00:00,"Ireland, once was a Londoner",Mobile device
sumanebot,2020-07-13 15:57:35+00:00,Sri Lanka,-
DullerJerry,2020-07-13 15:57:36+00:00,on my bike,Android
leap4fnssa,2020-07-13 15:57:35+00:00,,Mobile device
fridaydebbie4,2020-07-13 15:57:36+00:00,"Hollywood, FL",iPhone
Midland_Library,2020-07-13 15:57:36+00:00,"Midland, ON",Mobile device
Thefawoleisrael,2020-07-13 15:57:36+00:00,Nigeria,Android
oluseyi_sundayo,2020-07-13 15:57:36+00:00,"Kogi, North Central Nigeria",Android
SidneyHillman,2020-07-13 15:57:36+00:00,"New York, New York",Mobile device
Rooinek12,2020-07-13 15:57:37+00:00,South Africa,iPhone
r_kiran777,2020-07-13 15:57:37+00:00,"Vellore, India",Android
sumanebot,2020-07-13 15:57:37+00:00,Sri Lanka,-
Hauwau_SB,2020-07-13 15:57:37+00:00,,iPhone
secitup,2020-07-13 15:57:37+00:00,"Arizona, USA",Android
TayyabaWaqas94,2020-07-13 15:57:37+00:00,In the time machine ⚙️,Mobile device
haleydraz,2020-07-13 15:57:37+00:00,,iPhone
WendyFerris12,2020-07-13 15:57:37+00:00,"New Brunswick, Canada",Mobile device
priyank3089,2020-07-13 15:57:37+00:00,Kochi,Android
nanacheryl1,2020-07-13 15:57:37+00:00,"Albuquerque, NM",iPhone
PinkBling2017,2020-07-13 15:57:37+00:00,Here,Mobile device
MaryMurrayNBC,2020-07-13 15:57:37+00:00,United States,Mobile device
Havila_ann,2020-07-13 15:57:37+00:00,lagos,Android
MECFSNews,2020-07-13 15:57:38+00:00,,Mobile device
Cruellaisdevine,2020-07-13 15:57:38+00:00,http://www.5calls.org,Mobile device
WorldCOVID19,2020-07-13 15:57:38+00:00,United Kingdom,iPad
Lady_Geologist,2020-07-13 15:57:38+00:00,Earth. or Mars. who knows? ,Mobile device
NorseGirl10,2020-07-13 15:57:38+00:00,,iPhone
stephenmulligan,2020-07-13 15:57:38+00:00,"Dublin, Ireland",-
PhotonsC,2020-07-13 15:57:38+00:00,,Mobile device
Nasirahmedtak,2020-07-13 15:57:39+00:00,Afganistan,Mobile device
oluseyi_sundayo,2020-07-13 15:57:39+00:00,"Kogi, North Central Nigeria",Android
JorgeSimonHern1,2020-07-13 15:57:39+00:00,"Truth or Consequences, NM",Mobile device
HartleyDM,2020-07-13 15:57:39+00:00,,Mobile device
KrishnaPS006,2020-07-13 15:57:39+00:00,Cochin,Mobile device
sumanebot,2020-07-13 15:57:39+00:00,Sri Lanka,-
CCRINewsfeed,2020-07-13 15:57:39+00:00,"Charlotte, NC",Mobile device
RapidTransition,2020-07-13 15:57:39+00:00,Around the world,Mobile device
Mudassarklodhi,2020-07-13 15:57:40+00:00,"Islamabad, Pakistan 🇵🇰",Android
Sudheer69508255,2020-07-13 15:57:40+00:00,,Android
RyanDThomas,2020-07-13 15:57:40+00:00,"McKinney, TX",iPhone
TheLauraAbernat,2020-07-13 15:57:40+00:00,"Georgia, USA",Android
evepoole,2020-07-13 15:57:40+00:00,Edinburgh and London,Mobile device
ana_touza,2020-07-13 15:57:40+00:00,,Mobile device
Aneepmalik,2020-07-13 15:57:40+00:00,jind,Android
square_bubble,2020-07-13 15:57:41+00:00,Singapore,iPhone
McGawGME,2020-07-13 15:57:41+00:00,"Chicago, IL",Mobile device
billiesparks,2020-07-13 15:57:41+00:00,"Dublin, Ireland",Mobile device
Shahban64790475,2020-07-13 15:57:41+00:00,"Lucknow, India",Mobile device
RhondaPashia,2020-07-13 15:57:42+00:00,"Kansas City, MO",Android
DonaldElect,2020-07-13 15:57:42+00:00,,iPhone
shaunbowm,2020-07-13 15:57:42+00:00,,Android
claraavarner,2020-07-13 15:57:42+00:00,"Fresno, CA",iPhone
willyloman1,2020-07-13 15:57:42+00:00,South Florida,Mobile device
lynnburgess,2020-07-13 15:57:42+00:00,"Oak Lawn, IL",Mobile device
Kissmygrits2017,2020-07-13 15:57:43+00:00,USA,Android
thehowie,2020-07-13 15:57:43+00:00,new haven,iPad
MJ_Phalane,2020-07-13 15:57:43+00:00,"Johannesburg, South Africa",Android
RagingPachyderm,2020-07-13 15:57:43+00:00,Arizona Territory,Mobile device
CrnchyMama,2020-07-13 15:57:43+00:00,DC Metro,Android
cadiulus,2020-07-13 15:57:43+00:00,United States,iPhone
LaurelDeHaan,2020-07-13 15:57:43+00:00,Belleville Ontario,Android
Zack98263764,2020-07-13 15:57:43+00:00,,Android
CorporatorMohd,2020-07-13 15:57:43+00:00,"Hyderabad, India",Android
HarryPotterMAGE,2020-07-13 15:57:43+00:00,Hogwarts,Android
BorelliBooks,2020-07-13 15:57:43+00:00,"Connecticut, USA",Mobile device
FairfaxJustin,2020-07-13 15:57:44+00:00,Virginia,iPhone
moltifate,2020-07-13 15:57:44+00:00,,Android
together_4_good,2020-07-13 15:57:44+00:00,"Minneapolis, MN",Mobile device
Michael91693258,2020-07-13 15:57:44+00:00,,iPhone
amiya_rbehera,2020-07-13 15:57:44+00:00,,-
Blue57_MadisonC,2020-07-13 15:57:44+00:00,"Youngstown, OH",iPhone
airbagmoments,2020-07-13 15:57:44+00:00,"South Carolina, USA",Mobile device
AwakenOntwaken,2020-07-13 15:57:45+00:00,anywhere but here!,Mobile device
sumanebot,2020-07-13 15:57:45+00:00,Sri Lanka,-
NYorks1970,2020-07-13 15:57:45+00:00,Little England,iPhone
jehad_rajab,2020-07-13 15:57:45+00:00,,iPhone
WADeptHealth,2020-07-13 15:57:45+00:00,"Olympia, WA",iPhone
DYOUNG_P,2020-07-13 15:57:45+00:00,,iPad
DisinfectBigots,2020-07-13 15:57:45+00:00,United States,Mobile device
PeterKilmarx,2020-07-13 15:57:46+00:00,"Bethesda, MD",Mobile device
RBauji,2020-07-13 15:57:46+00:00,,Mobile device
JP4RAJ,2020-07-13 15:57:46+00:00,"Jaipur, rajasthan ",Android
illuminallie_,2020-07-13 15:57:46+00:00,"Boston, MA",iPhone
ResultsCda,2020-07-13 15:57:46+00:00,Canada,Mobile device
Marc_Topaz,2020-07-13 15:57:46+00:00,,Mobile device
ToriLRidgewood,2020-07-13 15:57:46+00:00,Canada,iPhone
kristina_kand,2020-07-13 15:57:46+00:00,"City of London, London",Android
DorothyDow17,2020-07-13 15:57:46+00:00,"New Jersey, USA",-
Sampath1986,2020-07-13 15:57:46+00:00,"Chennai, India",Android
RossRomanoSSM,2020-07-13 15:57:46+00:00,"Sault Ste. Marie, Ontario",Mobile device
Lienka8,2020-07-13 15:57:46+00:00,,iPad
aryaktoo,2020-07-13 15:57:47+00:00,Nepal,iPhone
GendChat,2020-07-13 15:57:47+00:00,,Android
egregious_phil,2020-07-13 15:57:47+00:00,,iPhone
jmmmm7,2020-07-13 15:57:47+00:00,,Android
USCClitigation,2020-07-13 15:57:47+00:00,"Washington, DC",Mobile device
KevinGiszewski,2020-07-13 15:57:47+00:00,"Columbia City, IN",Mobile device
BoomerHarz,2020-07-13 15:57:47+00:00,,Mobile device
realitybiased1,2020-07-13 15:57:47+00:00,,iPhone
7amleh,2020-07-13 15:57:47+00:00,,Mobile device
CaulfieldTim,2020-07-13 15:57:47+00:00,Edmonton Canada,Mobile device
indivisiblenstg,2020-07-13 15:57:48+00:00,,iPhone
CCLSVN,2020-07-13 15:57:48+00:00,"Mountain View, CA",Mobile device
bigstape,2020-07-13 15:57:48+00:00,"Pennsylvania, USA",Android
katronbear,2020-07-13 15:57:48+00:00,"Brooklyn, NY",-
WilsonKM2,2020-07-13 15:57:48+00:00,"Halifax, Nova Scotia, Canada",Android
RaleighDemocrat,2020-07-13 15:57:48+00:00,"Raleigh, NC",Mobile device
Burritodesu,2020-07-13 15:57:48+00:00,"Tokyo-to, Japan",iPhone
PulikantiGreesh,2020-07-13 15:57:49+00:00,,Android
Rajendr39947069,2020-07-13 15:57:49+00:00,,Mobile device
Rajkuma50808385,2020-07-13 15:57:49+00:00,"मंझनपुर, कौशांबी ",Android
mattsko,2020-07-13 15:57:49+00:00,"Maine, USA",-
annethologybyme,2020-07-13 15:57:49+00:00,"Edmonton, AB, Canada",iPhone
traungena,2020-07-13 15:57:50+00:00,Kulin Nation,iPhone
merten6565,2020-07-13 15:57:50+00:00,,Android
terezalitsa,2020-07-13 15:57:50+00:00,"London, England",Mobile device
sighqueen3,2020-07-13 15:57:50+00:00,,iPhone
TheMuslimHippie,2020-07-13 15:57:50+00:00,"Baltimore, MD",iPhone
UnstoppableFcuk,2020-07-13 15:57:50+00:00,"New Delhi, India",Android
unionjump,2020-07-13 15:57:50+00:00,Tx,Mobile device
HarshYa98065662,2020-07-13 15:57:50+00:00,"New Delhi, India",Android
followlsstf,2020-07-13 15:57:51+00:00,"Lagos, Nigeria",Mobile device
yaseentheba,2020-07-13 15:57:51+00:00,"Johannesburg, South Africa",iPhone
JustKIDDing_DP,2020-07-13 15:57:51+00:00,UK,Mobile device
Micheleexplorer,2020-07-13 15:57:52+00:00,,iPhone
QAnon_Artist,2020-07-13 15:57:52+00:00,,iPhone
madukes529,2020-07-13 15:57:52+00:00,USA,iPhone
carstarr6,2020-07-13 15:57:52+00:00,,iPhone
jimfitz100,2020-07-13 15:57:52+00:00,London,iPhone
Deb_Tiva,2020-07-13 15:57:53+00:00,Southern California,iPhone
Mastan018,2020-07-13 15:57:53+00:00,"Andhra Pradesh, India",Android
Sohail56293210,2020-07-13 15:57:53+00:00,,Android
LizIacobucci,2020-07-13 15:57:53+00:00,,Mobile device
ajpocytes,2020-07-13 15:57:53+00:00,,Android
PfaffSC,2020-07-13 15:57:54+00:00,,iPad
brianedwardsmd,2020-07-13 15:57:54+00:00,"Topeka, Kansas",Mobile device
rue_chavidbergr,2020-07-13 15:57:55+00:00,Casey Key,Mobile device
bigdondoo,2020-07-13 15:57:55+00:00,"Layton, UT",Mobile device
SRLMD,2020-07-13 15:57:55+00:00,"Logan, UT",iPhone
89_oma,2020-07-13 15:57:55+00:00,Lagos Nigeria ,Android
ElektraResists,2020-07-13 15:57:55+00:00,#GeeksResist Headquarters ,Mobile device
BletheringBear,2020-07-13 15:57:55+00:00,"Poole, England",Android
vm28254,2020-07-13 15:57:56+00:00,,Android
kidd_rynoo,2020-07-13 15:57:56+00:00,FL 🌴,iPhone
One_Dandy_Guy,2020-07-13 15:57:56+00:00,Cool Zone,Mobile device
dibblelewisx2,2020-07-13 15:57:56+00:00,Maga Country,Mobile device
GendChat,2020-07-13 15:57:56+00:00,,Android
Abubakar_omar6,2020-07-13 15:57:56+00:00,"Northern Region, Nigeria",Mobile device
JoaquinD_PM,2020-07-13 15:57:56+00:00,"Buenos Aires, Argentina",Android
Apollokid82,2020-07-13 15:57:56+00:00,,Mobile device
HealdsburgTrib,2020-07-13 15:57:57+00:00,"Healdsburg, California",Mobile device
adejoke_adewusi,2020-07-13 15:57:57+00:00,,Android
TonderKr,2020-07-13 15:57:57+00:00,Spain,Mobile device
desicatt321,2020-07-13 15:57:57+00:00,Earth,iPhone
Yvette45184087,2020-07-13 15:57:57+00:00,,iPhone
nes_mamba,2020-07-13 15:57:57+00:00,Manchester,Mobile device
stuart_c_page,2020-07-13 15:57:58+00:00,"London, England",iPhone
chrisludwig01,2020-07-13 15:57:58+00:00,"Terre Haute, IN",Android
Rajdipmajumder1,2020-07-13 15:57:58+00:00,"Bhubaneshwar, India",Android
FinlayPuffin,2020-07-13 15:57:58+00:00,,Android
BluePositively,2020-07-13 15:57:59+00:00,"Dublin, OH",iPhone
ConstanceCWill1,2020-07-13 15:57:59+00:00,Jamaica,Mobile device
AnkitKulkarni_,2020-07-13 15:57:59+00:00,City of RSS HQ,iPhone
dabbienormal1,2020-07-13 15:57:59+00:00,,Mobile device
OlolaTohRhea,2020-07-13 15:57:59+00:00,"Lagos, the Grave of laziness",Android
Bewickwren,2020-07-13 15:57:59+00:00,New Mexico USA,iPad
BenWinslow,2020-07-13 15:57:59+00:00,"Salt Lake City, Utah",-
AKrystalHaus,2020-07-13 15:57:59+00:00,Central,Android
NewsRadio930,2020-07-13 15:58:00+00:00,"Buffalo, N.Y.",Mobile device
davidrdowns,2020-07-13 15:58:00+00:00,"San Francisco, CA.",Mobile device
NaattuVarthakal,2020-07-13 15:58:00+00:00,കേരളം,-
LarryLeeMiller,2020-07-13 15:58:00+00:00,"Kent, OH",iPhone
ManishS44971675,2020-07-13 15:58:00+00:00,,Mobile device
drmattpalm,2020-07-13 15:58:00+00:00,,Mobile device
JBruzan,2020-07-13 15:57:58+00:00,"Arlington Heights, IL",-
peaseblossom7,2020-07-13 15:57:59+00:00,"Los Angeles, New York",iPhone
IUPedu,2020-07-13 15:58:01+00:00,"Indiana, PA",-
Humanindeeed,2020-07-13 15:58:01+00:00,,Android
RealINSIGHTtech,2020-07-13 15:58:01+00:00,"Bethesda, MD",-
coppertime,2020-07-13 15:58:01+00:00,Florida,Android
norainidaho,2020-07-13 15:58:01+00:00,"Boise, ID",iPhone
MarcALevin,2020-07-13 15:58:00+00:00,"Austin, TX",Android
Yvette45184087,2020-07-13 15:58:01+00:00,,iPhone
JessPerz5,2020-07-13 15:58:02+00:00,,Mobile device
nostranaut,2020-07-13 15:58:02+00:00,,Mobile device
MyCaseInc,2020-07-13 15:58:02+00:00,"San Diego, California",-
sah0532,2020-07-13 15:58:02+00:00,,iPhone
gkhart22,2020-07-13 15:58:02+00:00,"Mayo, FL",Android
uzername0978,2020-07-13 15:58:02+00:00,Wales,Android
WillMoniq,2020-07-13 15:58:02+00:00,,Android
NancyBelton7,2020-07-13 15:58:02+00:00,United States,iPhone
CyrusShares,2020-07-13 15:58:02+00:00,"New York, NY",Mobile device
ZainNoted,2020-07-13 15:58:02+00:00,Hargeisa📍,Android
MarioKoran,2020-07-13 15:58:03+00:00,"Oakland, CA",Android
Zoomer,2020-07-13 15:58:03+00:00,CANADA 🇨🇦,-
Shaughn_A2,2020-07-13 15:58:03+00:00,United States,iPhone
RandallWigle,2020-07-13 15:58:03+00:00,,Android
Radio420zw,2020-07-13 15:58:03+00:00,"Harare, Zimbabwe",-
Sam4WV,2020-07-13 15:58:03+00:00,Fayette County,Android
rijedaim,2020-07-13 15:58:04+00:00,Northamptonshire,iPad
ItsJayFreeman,2020-07-13 15:58:04+00:00,"Upington, South Africa",iPhone
SAMSON_tweets,2020-07-13 15:58:04+00:00,Sub-Saharan Africa,Android
FinlayPuffin,2020-07-13 15:58:04+00:00,,Android
PhRMA,2020-07-13 15:58:04+00:00,"Washington, DC",iPhone
AFCUrgentCareWG,2020-07-13 15:58:04+00:00,"Willow Grove, PA",-
RobieCur,2020-07-13 15:58:04+00:00,"London, UK",iPhone
Versha24746947,2020-07-13 15:58:04+00:00,,Android
RevWriter,2020-07-13 15:58:04+00:00,Pennsylvania,Android
JosephSakran,2020-07-13 15:58:05+00:00,"Fairfax Station, VA",iPhone
WeezieBenobi,2020-07-13 15:58:05+00:00,,Mobile device
mariasamerson,2020-07-13 15:58:05+00:00,,iPhone
Women_Rio20,2020-07-13 15:58:05+00:00,,iPhone
MaryAnn92723054,2020-07-13 15:58:05+00:00,Maryland,Mobile device
MsRonnyB,2020-07-13 15:58:06+00:00,Queensland Australia,Mobile device
BradWButt,2020-07-13 15:58:06+00:00,Mississauga,Android
MSUEngineering,2020-07-13 15:58:06+00:00,Mississippi State University,Mobile device
Avery34Avery,2020-07-13 15:58:06+00:00,,Android
RMaq28,2020-07-13 15:58:06+00:00,rmaquinana@gmail.com,iPhone
Sampath1986,2020-07-13 15:58:06+00:00,"Chennai, India",Android
AmarKumarSafi1,2020-07-13 15:58:06+00:00,"Gujarat, India",Android
IkbenHansie,2020-07-13 15:58:07+00:00,"'t Gooi, Nederland 🇳🇱 🇪🇺 ",iPad
wesstreeting,2020-07-13 15:58:07+00:00,"Barkingside, Ilford, Essex",iPhone
NANDAKU88064039,2020-07-13 15:58:07+00:00,Chennai,Android
nagercoil_town,2020-07-13 15:58:07+00:00,"Nagercoil, KanyaKumari.",Android
ZubairMeh,2020-07-13 15:58:07+00:00,Kuala Lumpur Federal Territory,iPhone
TallTallDaddy,2020-07-13 15:58:07+00:00,,Android
SpanishDan1,2020-07-13 15:58:07+00:00,Tarragona.,iPhone
ryanfarkas,2020-07-13 15:58:08+00:00,Toronto,-
HollieJoyJoy,2020-07-13 15:58:08+00:00,,iPhone
Wayne92008460,2020-07-13 15:58:08+00:00,,Android
FineGaelGWSM,2020-07-13 15:58:08+00:00,"Galway, Ireland",iPhone
VaxPro,2020-07-13 15:58:08+00:00,"Mequon, Wisconsin",Mobile device
UNIDO_Geneva,2020-07-13 15:58:08+00:00,"Geneva, Switzerland",Mobile device
jedipadmaster,2020-07-13 15:58:08+00:00,Space Mountain ,iPhone
teresamac1212,2020-07-13 15:58:08+00:00, UK,Android
MeridianCU,2020-07-13 15:58:08+00:00,"Ontario, Canada",-
89_ottawa,2020-07-13 15:58:09+00:00,,iPhone
joyengel,2020-07-13 15:58:09+00:00,"Maine, USA",Mobile device
onlyumangsri,2020-07-13 15:58:09+00:00,"Lucknow, India",Android
Pete11139964,2020-07-13 15:58:09+00:00,,iPhone
melissa_mogan,2020-07-13 15:58:09+00:00,"Joelton, Tennessee",Mobile device
JeremyFarrar,2020-07-13 15:58:09+00:00,London,Mobile device
Yvette45184087,2020-07-13 15:58:09+00:00,,iPhone
Sohail56293210,2020-07-13 15:58:09+00:00,,Android
xpinomoney,2020-07-13 15:58:10+00:00,Worldwide,-
hci_care,2020-07-13 15:58:10+00:00,"Dublin City, Ireland",Mobile device
vitamind3blog,2020-07-13 15:58:10+00:00,"Covington, LA ",-
rickieflamez,2020-07-13 15:58:10+00:00,Porthacourt ,Mobile device
kinolina,2020-07-13 15:58:10+00:00,west seattle,iPhone
vitamind3blog,2020-07-13 15:58:10+00:00,"Covington, LA ",-
SusanKnowles,2020-07-13 15:58:10+00:00,USA,iPhone
Wapping_Labour,2020-07-13 15:58:10+00:00,St Katharine's and Wapping,Android
korn_scc,2020-07-13 15:58:10+00:00,"จ.ชุมพร, ประเทศไทย",iPhone
mlmjoyce,2020-07-13 15:58:10+00:00,"Minneapolis, MN",Mobile device
dineshkumawat,2020-07-13 15:58:10+00:00,Jaipur,Android
FifthHouseSun,2020-07-13 15:58:10+00:00,FifthHouseSun.net,iPad
michael61954173,2020-07-13 15:58:10+00:00,"Fresno, CA",iPhone
pipeguillenMD,2020-07-13 15:58:10+00:00,🇨🇴 🇺🇸 🇮🇱,iPhone
brehm_sheila,2020-07-13 15:58:11+00:00,Southeast Michigan,Mobile device
KelvinHdz34,2020-07-13 15:58:11+00:00,Las Pailas del Infierno ,Android
Yvette45184087,2020-07-13 15:58:11+00:00,,iPhone
scmpros,2020-07-13 15:58:12+00:00,Worldwide,-
raul_tollbasket,2020-07-13 15:58:12+00:00,"Edison, NJ",iPhone
danigrace428,2020-07-13 15:58:12+00:00,Florida,Android
amritkumardas99,2020-07-13 15:58:12+00:00,"Guwahati, India",Android
prachyutosh,2020-07-13 15:58:13+00:00,"Orissa, India",Android
Yvette45184087,2020-07-13 15:58:13+00:00,,iPhone
RachelHeckert,2020-07-13 15:58:13+00:00,,Mobile device
TahirAli_70,2020-07-13 15:58:13+00:00,,Android
WillMoniq,2020-07-13 15:58:14+00:00,,Android
ThisBitchBeMad,2020-07-13 15:58:14+00:00,,Android
FredericReid2,2020-07-13 15:58:14+00:00,"Montréal, Québec",Mobile device
tippmidwest,2020-07-13 15:58:14+00:00,"Tipperary, Ireland",-
jchvmn,2020-07-13 15:58:14+00:00,Canada,Android
demuromarquez,2020-07-13 15:58:14+00:00,"California, USA",iPad
djsoulsister,2020-07-13 15:58:14+00:00,"Native, pre-NOLA New Orleans ",iPhone
SusanKnowles,2020-07-13 15:58:14+00:00,USA,iPhone
vm28254,2020-07-13 15:58:14+00:00,,Android
RobDownenChron,2020-07-13 15:58:14+00:00,"Houston, TX",iPhone
latapd,2020-07-13 15:58:14+00:00,Hyderabad,iPhone
sajjadkaswani,2020-07-13 15:58:14+00:00,"Karachi, Pakistan",Android
kentuckyliz,2020-07-13 15:58:14+00:00,KY,Mobile device
rapinnotech,2020-07-13 15:58:14+00:00,Hyderabad,Mobile device
sayusayu1331,2020-07-13 15:58:14+00:00,,iPad
stn_in,2020-07-13 15:58:15+00:00,,Android
chuckyvega,2020-07-13 15:58:15+00:00,Not California ,iPhone
Jali_Cat,2020-07-13 15:58:15+00:00,United States,iPhone
cintimha,2020-07-13 15:58:15+00:00,"Cincinnati, OH",Mobile device
Sharmin25412381,2020-07-13 15:58:15+00:00,Chattogram,Mobile device
Marco_Piani,2020-07-13 15:58:15+00:00,Canada,Mobile device
TimeToWeaveWeb,2020-07-13 15:58:15+00:00,,Android
lawgrade,2020-07-13 15:58:15+00:00,"LA, CA",iPhone
MsRonnyB,2020-07-13 15:58:16+00:00,Queensland Australia,Mobile device
DeliaMacD1,2020-07-13 15:58:16+00:00,,Mobile device
katherinekleon,2020-07-13 15:58:16+00:00,"Alexandria, VA",iPhone
rhuadh56,2020-07-13 15:58:16+00:00,"Scotland, United Kingdom",iPhone
medicinewoman26,2020-07-13 15:58:17+00:00,,iPad
TweetsByAkshat,2020-07-13 15:58:17+00:00,India,Android
sjsulurie,2020-07-13 15:58:17+00:00,"San Jose, CA",iPhone
chushbaby,2020-07-13 15:58:18+00:00,"Johannesburg, South Africa",Android
JoyfulHandsTher,2020-07-13 15:58:18+00:00,"San Marcos, CA USA",Android
Yvette45184087,2020-07-13 15:58:18+00:00,,iPhone
paco229,2020-07-13 15:58:18+00:00,"Brunete, Madrid, Spain",-
amandadijoy,2020-07-13 15:58:18+00:00,"London, England",iPhone
ABatemanHouse,2020-07-13 15:58:18+00:00,New York,Mobile device
LGoganzer,2020-07-13 15:58:18+00:00,"Red Bank, NJ",Mobile device
adhanansanthos,2020-07-13 15:58:18+00:00,,Android
jnadelberg,2020-07-13 15:58:18+00:00,,iPhone
ashaynofilter,2020-07-13 15:58:19+00:00,,Mobile device
MKashifBhat,2020-07-13 15:58:19+00:00,"Bijbehara, Jammu And Kashmir",Android
greengarlick,2020-07-13 15:58:19+00:00,,Android
AaronWala,2020-07-13 15:58:19+00:00,aaron@eachother.org,iPhone
SueSpeakeLMFT,2020-07-13 15:58:19+00:00,"California, USA",Mobile device
NadiaVL4,2020-07-13 15:58:19+00:00,,Android
cuquiv,2020-07-13 15:58:19+00:00,Entre Madrid y Malaga,iPhone
MarieMarchi,2020-07-13 15:58:19+00:00,"Mallemort, France",Mobile device
pankajdeka0,2020-07-13 15:58:19+00:00,"Guwahati,Assam",Mobile device
m_m1941,2020-07-13 15:58:19+00:00,lado del camino,iPhone
thedarious,2020-07-13 15:58:19+00:00,In a Van down By the river.,Android
Amanda60890225,2020-07-13 15:58:19+00:00,,iPhone
Yvette45184087,2020-07-13 15:58:19+00:00,,iPhone
ancdaeff,2020-07-13 15:58:19+00:00,South Africa,iPhone
stevefriedrich,2020-07-13 15:58:20+00:00,"Rocklin, CA",Mobile device
MagnoliaEmporia,2020-07-13 15:58:20+00:00,"Charlotte, NC",Android
HonnyMorel,2020-07-13 15:58:20+00:00,Santo Domingo,iPhone
mikesimap,2020-07-13 15:58:20+00:00,"Bangkok, Thailand.",Android
NolySpyTv,2020-07-13 15:58:20+00:00,"Lagos, Nigeria",Android
Richard73951001,2020-07-13 15:58:21+00:00,,Android
VipinVIP11,2020-07-13 15:58:21+00:00,Raigarh c.g. ,Android
OutiHakkarainen,2020-07-13 15:58:21+00:00,"Helsinki, Suomi",Android
arunagg007,2020-07-13 15:58:21+00:00,New Delhi,Android
AJBlackston,2020-07-13 15:58:21+00:00,"Washington, DC",-
goecp1,2020-07-13 15:58:21+00:00,Spain,iPad
AJBlackston,2020-07-13 15:58:21+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:21+00:00,"Washington, DC",-
MarcALevin,2020-07-13 15:58:21+00:00,"Austin, TX",Android
CourtProf,2020-07-13 15:58:22+00:00,"Ogden, UT",iPhone
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
AJBlackston,2020-07-13 15:58:22+00:00,"Washington, DC",-
